Run #4	Run #4	Run #4	Run #4	Run #5	Run #5	Run #5	Run #5	Run #7	Run #7	Run #7	Run #7	Run #8	Run #8	Run #8	Run #8	Run #9	Run #9	Run #9	Run #9	Run #10	Run #10	Run #10	Run #10	Run #11	Run #11	Run #11	Run #11	Run #12	Run #12	Run #12	Run #12	Run #13	Run #13	Run #13	Run #13	Run #14	Run #14	Run #14	Run #14	Run #15	Run #15	Run #15	Run #15	Run #16	Run #16	Run #16	Run #16	Run #17	Run #17	Run #17	Run #17	Run #18	Run #18	Run #18	Run #18
Time (s)	Position (m)	Velocity (m/s)	Acceleration (m/s²)	Time (s)	Position (m)	Velocity (m/s)	Acceleration (m/s²)	Time (s)	Position (m)	Velocity (m/s)	Acceleration (m/s²)	Time (s)	Position (m)	Velocity (m/s)	Acceleration (m/s²)	Time (s)	Position (m)	Velocity (m/s)	Acceleration (m/s²)	Time (s)	Position (m)	Velocity (m/s)	Acceleration (m/s²)	Time (s)	Position (m)	Velocity (m/s)	Acceleration (m/s²)	Time (s)	Position (m)	Velocity (m/s)	Acceleration (m/s²)	Time (s)	Position (m)	Velocity (m/s)	Acceleration (m/s²)	Time (s)	Position (m)	Velocity (m/s)	Acceleration (m/s²)	Time (s)	Position (m)	Velocity (m/s)	Acceleration (m/s²)	Time (s)	Position (m)	Velocity (m/s)	Acceleration (m/s²)	Time (s)	Position (m)	Velocity (m/s)	Acceleration (m/s²)	Time (s)	Position (m)	Velocity (m/s)	Acceleration (m/s²)
4.075	0.876	-0.55	9.8	4.075	1.074	1.65	13.4					4.075	1.118	0.81	13.2	4.075	1.397	-5.59E-4	0.1	4.075	1.397	-5.59E-4	0.1	4.075	1.101	0.50	9.5	4.075	1.040	0.46	9.1	4.075	1.171	-1.09	-24.6	4.075	1.442	-5.72	-263.4									4.075	1.111	1.32	6.1	4.075	1.136	-1.45	-30.2
4.100	0.866	-0.30	9.8	4.100	1.118	2.09	-15.5					4.100	1.142	1.20	-9.8	4.100	1.397	0.00	0.0	4.100	1.397	0.00	0.1	4.100	1.118	0.79	13.0	4.100	1.055	0.69	9.3	4.100	1.145	-0.93	7.9	4.100	1.104	-6.68	103.2									4.100	1.148	1.33	-27.9	4.100	1.102	-1.25	8.7
4.125	0.861	-0.06	10.1	4.125	1.178	0.88	-64.6					4.125	1.178	0.32	-40.9	4.125	1.397	0.00	-0.1	4.125	1.397	0.00	-0.1	4.125	1.141	1.15	-3.9	4.125	1.075	0.92	9.5	4.125	1.124	-0.70	9.3	4.125	1.107	-0.56	246.7									4.125	1.178	-0.08	-51.3	4.125	1.074	-1.01	9.6
4.150	0.862	0.20	10.3	4.150	1.161	-1.14	-46.5					4.150	1.157	-0.84	-20.9	4.150	1.397	0.00	0.0	4.150	1.397	5.59E-4	-0.1	4.150	1.175	0.60	-34.4	4.150	1.101	1.16	13.3	4.150	1.110	-0.46	9.3	4.150	1.076	5.65	139.6									4.150	1.144	-1.23	-17.3	4.150	1.051	-0.77	9.7
4.175	0.871	0.45	9.3	4.175	1.121	-1.45	-1.9					4.175	1.136	-0.73	6.9	4.175	1.397	0.00	0.0	4.175	1.397	0.00	-0.1	4.175	1.170	-0.57	-28.6	4.175	1.133	1.59	-13.7	4.175	1.101	-0.23	9.5	4.175	1.390	6.42	-110.1									4.175	1.117	-0.94	10.6	4.175	1.035	-0.53	9.8
4.200	0.885	0.67	9.1	4.200	1.089	-1.23	8.3					4.200	1.121	-0.50	9.4	4.200	1.397	0.00	0.0	4.200	1.397	0.00	0.1	4.200	1.147	-0.83	0.6	4.200	1.180	0.48	-52.8	4.200	1.098	0.01	11.0	4.200	1.397	0.14	-128.5									4.200	1.097	-0.70	8.7	4.200	1.025	-0.28	9.7
4.225	0.905	0.90	9.3	4.225	1.059	-1.04	9.6					4.225	1.111	-0.26	9.4	4.225	1.397	5.59E-4	-0.1	4.225	1.397	-5.59E-4	0.1	4.225	1.129	-0.54	10.6	4.225	1.157	-1.05	-30.3	4.225	1.102	0.32	12.3	4.225	1.397	0.00	10.4									4.225	1.082	-0.51	8.5	4.225	1.021	-0.05	9.5
4.250	0.930	1.13	9.4	4.250	1.037	-0.75	10.5					4.250	1.108	-0.02		4.250	1.397	0.00	0.0	4.250	1.397	0.00	0.2	4.250	1.120	-0.30	7.6	4.250	1.128	-1.04	5.2	4.250	1.114	0.63	7.9	4.250	1.397	0.67	-90.5									4.250	1.071	-0.27	9.6	4.250	1.023	0.19	9.4
4.275	0.961	1.37	9.4	4.275	1.022	-0.51	9.1									4.275	1.397	-5.59E-4	0.2	4.275	1.397	0.01	0.0	4.275	1.114	-0.16	7.2	4.275	1.105	-0.80	9.6	4.275	1.133	0.72	5.5	4.275	1.430	-4.53	-30.1									4.275	1.068	-0.03	10.4	4.275	1.030	0.42	9.4
4.300	0.998	1.60	10.3	4.300	1.011	-0.30	9.0									4.300	1.397	0.00	0.0	4.300	1.398	5.59E-4	-0.2	4.300	1.112	0.06	10.1	4.300	1.088	-0.56	9.4	4.300	1.150	0.91		4.300	1.171	-0.84	181.0									4.300	1.070	0.24	10.3	4.300	1.044	0.66	9.5
4.325	1.041	1.89	14.3	4.325	1.007	-0.06	9.5									4.325	1.397	0.00	-0.1	4.325	1.397	0.00	0.4	4.325	1.117	0.35	10.5	4.325	1.077	-0.33	9.5					4.325	1.389	4.53										4.325	1.080	0.48	9.8	4.325	1.063	0.90	9.7
4.350	1.093	2.32	-13.3	4.350	1.008	0.18	9.4									4.350	1.397	5.59E-4	-0.1	4.350	1.397	0.02	-3.1	4.350	1.129	0.59	11.8	4.350	1.072	-0.09	9.6																	4.350	1.094	0.74	11.6	4.350	1.089	1.14	13.3
4.375	1.157	1.22	-66.6	4.375	1.016	0.41	9.0									4.375	1.397	0.00	-0.1	4.375	1.398	-0.16	-0.8	4.375	1.147	0.94	-3.7	4.375	1.073	0.16	9.7																	4.375	1.117	1.06	12.6	4.375	1.121	1.56	-12.0
4.400	1.154	-1.01	-59.8	4.400	1.029	0.63	9.2									4.400	1.397	0.00	0.1	4.400	1.389	-0.02	8.0	4.400	1.176	0.41	-30.3	4.400	1.079	0.40	9.5																	4.400	1.147	1.36	-11.5	4.400	1.167	0.54	-51.0
4.425	1.107	-1.77	-10.5	4.425	1.047	0.87	9.6									4.425	1.397	-5.59E-4	0.1	4.425	1.398	0.24	-21.6	4.425	1.167	-0.58	-21.6	4.425	1.093	0.63	8.9																	4.425	1.185	0.49	-44.6	4.425	1.148	-0.99	-32.7
4.450	1.065	-1.54	9.0	4.450	1.072	1.11	9.5									4.450	1.397	0.00		4.450	1.401	-1.09	-40.5	4.450	1.147	-0.67	3.0	4.450	1.111	0.84	10.9																	4.450	1.171	-0.87	-31.1	4.450	1.117	-1.09	2.7
4.475	1.030	-1.32	9.1	4.475	1.103	1.34	13.3													4.475	1.343	-1.78	22.7	4.475	1.133	-0.43	9.8	4.475	1.135	1.18	-1.1																	4.475	1.142	-1.07	1.0	4.475	1.093	-0.85	9.7
4.500	0.999	-1.09	10.1	4.500	1.139	1.77	-13.3													4.500	1.312	0.04	47.0	4.500	1.126	-0.18	8.8	4.500	1.170	0.79	-32.0																	4.500	1.118	-0.82	11.1	4.500	1.075	-0.61	9.7
4.525	0.975	-0.82	10.3	4.525	1.191	0.68	-55.9													4.525	1.345	0.56	16.3	4.525	1.124	0.01	8.8	4.525	1.174	-0.42	-33.8																	4.525	1.101	-0.51	11.8	4.525	1.063	-0.37	9.7
4.550	0.958	-0.57	9.8	4.550	1.173	-1.02	-36.4													4.550	1.340	0.85	-2.7	4.550	1.126	0.25	11.6	4.550	1.148	-0.90	4.0																	4.550	1.092	-0.23	10.5	4.550	1.057	-0.12	9.7
4.575	0.947	-0.33	9.6	4.575	1.140	-1.14	2.6													4.575	1.388	0.43	-25.1	4.575	1.137	0.59	11.2	4.575	1.129	-0.22	13.5																	4.575	1.089	0.01	9.7	4.575	1.056	0.12	9.4
4.600	0.942	-0.09	9.4	4.600	1.116	-0.90	9.7													4.600	1.362	-0.40	-4.5	4.600	1.156	0.81	-11.5	4.600	1.137	-0.22	-6.6																	4.600	1.093	0.25	9.4	4.600	1.062	0.35	9.4
4.625	0.942	0.14	9.5	4.625	1.095	-0.66	10.7													4.625	1.367	0.21	10.4	4.625	1.178	0.01	-30.2	4.625	1.118	-0.55	2.3																	4.625	1.102	0.48	9.2	4.625	1.074	0.58	9.6
4.650	0.949	0.38	9.7	4.650	1.083	-0.36	9.7													4.650	1.372	0.12	0.8	4.650	1.156	-0.70	-8.7	4.650	1.110	-0.11	16.1																	4.650	1.117	0.71	12.3	4.650	1.091	0.83	11.2
4.675	0.961	0.62	9.7	4.675	1.077	-0.17	7.0													4.675	1.373	0.25	0.6	4.675	1.143	-0.42	10.6	4.675	1.113	0.25	12.2																	4.675	1.137	1.09	-5.7	4.675	1.115	1.14	1.9
4.700	0.980	0.87	9.6	4.700	1.074	-0.01	9.2													4.700	1.384	0.15	-7.3	4.700	1.135	-0.17	9.7	4.700	1.122	0.50	9.8																	4.700	1.171	0.43	-35.8	4.700	1.149	0.92	-28.9
4.725	1.005	1.11	10.2	4.725	1.077	0.29	10.9													4.725	1.381	-0.12	-4.0	4.725	1.134	0.07	9.6	4.725	1.138	0.74	12.1																	4.725	1.159	-0.69	-23.3	4.725	1.161	-0.30	-38.3
4.750	1.035	1.38	10.1	4.750	1.089	0.53	7.8													4.750	1.378	-0.05	2.3	4.750	1.139	0.31	11.2	4.750	1.159	1.11	-8.7																	4.750	1.137	-0.74	3.7	4.750	1.133	-0.99	-9.1
4.775	1.073	1.61	13.5	4.775	1.103	0.68	10.6													4.775	1.378	-0.01	0.9	4.775	1.150	0.63	-1.2	4.775	1.193	0.31	-36.7																	4.775	1.122	-0.51	9.4	4.775	1.112	-0.75	9.5
4.800	1.116	2.05	-20.5	4.800	1.122	1.06	11.8													4.800	1.378	0.00	0.1	4.800	1.170	0.25	-20.6	4.800	1.175	-0.73	-17.3																	4.800	1.111	-0.27	10.3	4.800	1.096	-0.52	9.5
4.825	1.176	0.59	-68.8	4.825	1.156	1.27	2.5													4.825	1.378	-5.51E-4	0.2	4.825	1.162	-0.40	-12.3	4.825	1.157	-0.56	6.6																	4.825	1.109	0.01	10.0	4.825	1.086	-0.28	9.7
4.850	1.145	-1.39	-40.5	4.850	1.186	1.19	-30.0													4.850	1.378	0.00	0.0	4.850	1.150	-0.37	5.3	4.850	1.147	-0.40	6.8																	4.850	1.111	0.23	9.3	4.850	1.082	-0.03	9.8
4.875	1.107	-1.43	4.0	4.875	1.216	-0.23	48.9													4.875	1.378	0.00	-0.3	4.875	1.144	-0.14	8.8	4.875	1.137	-0.22	9.3																	4.875	1.120	0.47	10.5	4.875	1.084	0.21	9.7
4.900	1.074	-1.19	9.3	4.900	1.174	3.63	93.8													4.900	1.378	-0.01	-0.2	4.900	1.143	0.07	9.7	4.900	1.136	0.07	11.9																	4.900	1.135	0.75	6.8	4.900	1.092	0.45	9.5
4.925	1.047	-0.97	8.8	4.925	1.397	4.46	-72.7													4.925	1.378	-0.01	-0.1	4.925	1.147	0.35	5.7	4.925	1.140	0.37	11.5																	4.925	1.158	0.81	-17.7	4.925	1.107	0.69	11.4
4.950	1.025	-0.74	9.7	4.950	1.397	0.00	-89.2													4.950	1.377	-0.01	0.4	4.950	1.160	0.36	-9.4	4.950	1.154	0.65	10.6																	4.950	1.175	-0.13	-31.9	4.950	1.127	1.02	-0.3
4.975	1.010	-0.48	10.1	4.975	1.397	0.00	-0.3													4.975	1.377	0.01	0.3	4.975	1.165	-0.13	-13.4	4.975	1.173	0.90	-7.6																	4.975	1.151	-0.79	-7.2	4.975	1.158	0.67	-28.5
5.000	1.001	-0.24	9.7	5.000	1.397	-0.02	-0.1													5.000	1.378	-2.81E-4	0.8	5.000	1.154	-0.31	1.2	5.000	1.199	0.26	-27.9																	5.000	1.136	-0.49	10.9	5.000	1.160	-0.40	-29.1
5.025	0.998	0.00	9.6	5.025	1.397	0.00	0.6													5.025	1.377	0.05	1.1	5.025	1.150	-0.07	9.5	5.025	1.186	-0.49	-13.2																	5.025	1.127	-0.24	9.8	5.025	1.137	-0.78	-2.9
5.050	1.001	0.24	9.7	5.050	1.397	0.01	0.0													5.050	1.381	0.05	-1.6	5.050	1.151	0.17	9.0	5.050	1.175	-0.40	5.3																	5.050	1.124	-1.37E-4	9.6	5.050	1.121	-0.55	9.4
5.075	1.010	0.49	9.8	5.075	1.397	-5.59E-4	11.3													5.075	1.380	-0.03	0.6	5.075	1.158	0.38	-3.2	5.075	1.166	-0.23																		5.075	1.127	0.24	9.3	5.075	1.110	-0.31	9.6
5.100	1.026	0.73	10.1	5.100	1.397	0.58	-78.9													5.100	1.379	0.08	3.6	5.100	1.170	0.01	-14.5																					5.100	1.136	0.47	10.5	5.100	1.105	-0.07	
5.125	1.047	0.99	10.0	5.125	1.426	-3.94	-23.0													5.125	1.384	0.15	-0.5	5.125	1.158	-0.34	-2.1																					5.125	1.150	0.76	-7.3				
5.150	1.075	1.23	11.1	5.150	1.200	-0.57	157.7													5.150	1.387	0.05	-2.7	5.150	1.153	-0.10	10.8																					5.150	1.174	0.10	-28.1				
5.175	1.108	1.55	-2.2	5.175	1.397	3.94	11.5													5.175	1.387	0.02	-2.1	5.175	1.153	0.20	5.5																					5.175	1.155	-0.64	-10.4				
5.200	1.153	1.12	-40.2	5.200	1.397	0.00	-78.9													5.200	1.388	-0.05	-2.2	5.200	1.163	0.18	-6.5																					5.200	1.142	-0.42	9.3				
5.225	1.164	-0.46	-48.1	5.225	1.397	5.59E-4	-0.1													5.225	1.384	-0.09	2.0	5.225	1.162	-0.13	-5.9																					5.225	1.134	-0.18	9.7				
5.250	1.129	-1.28	-11.7	5.250	1.397	0.00	-0.1													5.250	1.383	0.05	3.4	5.250	1.156	-0.12	5.8																					5.250	1.133	0.07	10.5				
5.275	1.100	-1.04	9.6	5.275	1.397	0.00	0.1													5.275	1.386	0.08	0.6	5.275	1.156	0.16	5.2																					5.275	1.138	0.35	12.3				
5.300	1.077	-0.80	9.6	5.300	1.397	0.00	0.2													5.300	1.387	0.08	-0.4	5.300	1.164	0.14	-4.7																					5.300	1.150	0.68	-2.9				
5.325	1.060	-0.56	9.5	5.325	1.397	0.00	-0.1													5.325	1.390	0.06	-1.6	5.325	1.163	-0.08	-2.2																					5.325	1.172	0.20	-22.5				
5.350	1.049	-0.33	9.4	5.350	1.397	5.59E-4	-0.2													5.350	1.390	0.00	-1.9	5.350	1.160	0.03	3.6																					5.350	1.160	-0.44	-10.5				
5.375	1.044	-0.09	8.9	5.375	1.397	0.00	0.0													5.375	1.390	-0.04	-0.9	5.375	1.165	0.11	-0.2																					5.375	1.150	-0.32	8.2				
5.400	1.045	0.12	8.6	5.400	1.397	-5.59E-4	0.2													5.400	1.388	-0.05	0.1	5.400	1.166	0.02	-0.2																					5.400	1.144	-0.03	11.0				
5.425	1.050	0.34	9.7	5.425	1.397	0.00	0.0													5.425	1.388	-0.03		5.425	1.166	0.09	0.3																					5.425	1.148	0.23	8.8				
5.450	1.061	0.60	10.3	5.450	1.397	0.00	-0.1																	5.450	1.170	0.03	-2.3																					5.450	1.155	0.41	-1.5				
5.475	1.080	0.85	10.2	5.475	1.397	0.00	0.0																	5.475	1.167	-0.02																						5.475	1.168	0.15	-14.2				
5.500	1.104	1.12	11.3	5.500	1.397	0.00	0.0																																									5.500	1.163	-0.30	-9.4				
5.525	1.136	1.42	-19.0	5.525	1.397	0.00	0.0																																									5.525	1.153	-0.31	4.4				
5.550	1.175	0.17	-51.4	5.550	1.397	0.00	0.0																																									5.550	1.147	-0.08	11.0				
5.575	1.144	-1.15	-22.0	5.575	1.397	0.00	0.0																																									5.575	1.149	0.23	7.2				
5.600	1.118	-0.93	10.0	5.600	1.397	0.00	0.0																																									5.600	1.159	0.28	-6.7				
5.625	1.097	-0.65	10.7	5.625	1.397	5.59E-4	-0.1																																									5.625	1.163	-0.10	-10.2				
5.650	1.085	-0.40	9.4	5.650	1.397	0.00	0.0																																									5.650	1.154	-0.23	2.3				
5.675	1.077	-0.18	9.0	5.675	1.397	-5.59E-4																																										5.675	1.151	0.01	10.4				
5.700	1.076	0.05	9.0																																													5.700	1.155	0.29	1.1				
5.725	1.080	0.26	8.6																																													5.725	1.166	0.07	-10.2				
5.750	1.089	0.48	9.3																																													5.750	1.158	-0.22					
5.775	1.104	0.73	11.2																																																				
5.800	1.125	1.04	2.1																																																				
5.825	1.156	0.83	-26.8																																																				
5.850	1.167	-0.30	-34.5																																																				
5.875	1.142	-0.89	-7.0																																																				
5.900	1.122	-0.65	9.8																																																				
5.925	1.109	-0.40	9.7																																																				
5.950	1.102	-0.16	9.6																																																				
5.975	1.101	0.08	9.6																																																				
6.000	1.106	0.32	9.5																																																				
6.025	1.117	0.56	11.9																																																				
6.050	1.134	0.92	4.3																																																				
6.075	1.163	0.77	-24.4																																																				
6.100	1.173	-0.30	-31.5																																																				
6.125	1.148	-0.81	-4.5																																																				
6.150	1.132	-0.53	10.6																																																				
6.175	1.122	-0.27	10.8																																																				
6.200	1.119	0.01	10.6																																																				
6.225	1.122	0.26	10.4																																																				
6.250	1.131	0.53	12.3																																																				
6.275	1.149	0.87	-5.8																																																				
6.300	1.175	0.24	-28.6																																																				
6.325	1.161	-0.56	-13.4																																																				
6.350	1.147	-0.43	7.5																																																				
6.375	1.140	-0.18	9.7																																																				
6.400	1.138	0.05	9.4																																																				
6.425	1.142	0.29	10.9																																																				
6.450	1.153	0.60	1.6																																																				
6.475	1.172	0.37	-17.0																																																				
6.500	1.171	-0.25	-15.3																																																				
6.525	1.160	-0.40	1.3																																																				
6.550	1.151	-0.18	11.6																																																				
6.575	1.151	0.18	16.2																																																				
6.600	1.160	0.63	2.6																																																				
6.625	1.182	0.31	-18.7																																																				
6.650	1.175	-0.31	-11.3																																																				
6.675	1.167	-0.26	7.4																																																				
6.700	1.163	0.06	12.5																																																				
6.725	1.170	0.37	-5.0																																																				
6.750	1.181	-0.19	94.0																																																				
6.775	1.161	5.07	9.6																																																				
6.800	1.435	0.29	-203.2																																																				
6.825	1.175	-5.09	0.6																																																				
6.850	1.180	0.32	102.4																																																				
6.875	1.191	0.03	-18.5																																																				
6.900	1.182	-0.60	98.3																																																				
6.925	1.161	4.94	21.0																																																				
6.950	1.429	0.45	-99.4																																																				
6.975	1.183	-0.03	-6.1																																																				
7.000	1.428	0.14	-15.5																																																				
7.025	1.191	-0.80																																																					
